Column1,user_meta5,label_save_path,mask_load_path,segmentation_curated,user_meta4,date_created,antibiotic,segmentation_channel,parent_folder,content,strain,stain_target,date_modified,file_list,image_load_path,image_laplacian,source,image_debris,folder,segmentation_file,segmented,posX,user_meta1,image_save_path,stain,user_meta6,mounting method,date_uploaded,file_name,channel_list,akseg_hash,labelled,antibiotic concentration,user_meta3,channel,num_segmentations,posY,label_curated,microscope,image_focus,treatment time (mins),user_meta2,posZ,protocol,phenotype,mask_save_path,label_load_path,user_initial,modality,dataset
811,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,532,Alison,E.Coli Clinical,,,,"['L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_1\L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour1.tif,TRUE,314.994,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif,,AMRPhenotypes,Agarose Pads,14/02/2023 11:46,L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif,"['Cy3', 'DAPI']",4a0809e5f7ee1f990095c8a94bc7bcf4eb16a0de63ace2884727123f13a49af2,TRUE,1XEUCAST,BioRepA,DAPI,12,-280.028,TRUE,BIO-NIM,,30,,-538.868,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY1_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
812,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_20\L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif,TRUE,813.273,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:39,L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",ac7a075c5567674556eaf804967d536970aac716b5a3cd18ecce299859190318,TRUE,1XEUCAST,BioRepA,Cy3,14,560.054,TRUE,BIO-NIM,,30,,-537.919,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY20_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
813,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_21\L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif,TRUE,813.272,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:39,L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",e2b77100537d6e7296196301ecadbdb4a4e60785a48ad0510639fbcca85e7529,TRUE,1XEUCAST,BioRepA,Cy3,20,280.026,TRUE,BIO-NIM,,30,,-537.918,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY21_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
814,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_22\L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif,TRUE,813.272,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:40,L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",07f9951d538604caec8f46743f1027f6a9f355dce0f955ca4e8a2f6785f24eaf,TRUE,1XEUCAST,BioRepA,Cy3,32,-0.001,TRUE,BIO-NIM,,30,,-534.861,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY22_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
815,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_23\L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif,TRUE,813.272,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:40,L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",40b4316e216ac881ee938212f94085d7d07a33db2fc48e86a5106b5870226901,TRUE,1XEUCAST,BioRepA,Cy3,12,-280.028,TRUE,BIO-NIM,,30,,-537.789,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY23_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
816,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_24\L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif,TRUE,813.273,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:40,L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",6d46f05a3ffc6f36d8e9db1910084bf75bb2af334e74212a7a20b1e888e5e372,TRUE,1XEUCAST,BioRepA,Cy3,16,-560.055,TRUE,BIO-NIM,,30,,-537.622,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY24_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
817,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_25\L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif,TRUE,813.273,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:41,L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",f1e833ce0490638407dedd63a561585c7c3dcbc1d5ec02ff50c4777bb54858d9,TRUE,1XEUCAST,BioRepA,Cy3,10,-840.084,TRUE,BIO-NIM,,30,,-537.296,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY25_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
818,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_26\L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif,TRUE,564.132,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:42,L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",dc7558f840239cce36c92c93221a87cba56342a918470b8ffe8d4ceea7e1cbb2,TRUE,1XEUCAST,BioRepA,Cy3,12,-840.083,TRUE,BIO-NIM,,30,,-537.771,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY26_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
819,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_27\L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif,TRUE,314.993,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:43,L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",08794e362dd7f0302930ad97bc6e2d4c93c6c80237d4fead43085529f3682086,TRUE,1XEUCAST,BioRepA,Cy3,8,-840.084,TRUE,BIO-NIM,,30,,-538.426,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY27_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
820,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_28\L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif,TRUE,65.854,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:43,L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",7a77a79a8bae79b390201f24125724fca26810ad3a97640dc39e2b50789facc4,TRUE,1XEUCAST,BioRepA,Cy3,8,-840.083,TRUE,BIO-NIM,,30,,-537.922,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY28_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
821,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_29\L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif,TRUE,-183.284,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:44,L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",2474fee78284c6376e1de93d1b97e3411dd8ca385086ce538b88b06bc970c9be,TRUE,1XEUCAST,BioRepA,Cy3,9,-840.084,TRUE,BIO-NIM,,30,,-539.504,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY29_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
822,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_2\L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif,TRUE,65.853,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:28,L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",b2680a51076dc0d2e6ae1dd0e0468cb7a78c897116f8021c0adbf1dccd6e649c,TRUE,1XEUCAST,BioRepA,Cy3,17,-280.028,TRUE,BIO-NIM,,30,,-538.373,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY2_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
823,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_30\L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif,TRUE,-432.425,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:45,L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",ac0a9f1e7e00294e6d2edc3dcb17d72ecf40281126b80b70bf6cab8b634eadf9,TRUE,1XEUCAST,BioRepA,Cy3,6,-840.083,TRUE,BIO-NIM,,30,,-539.797,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY30_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
824,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_31\L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif,TRUE,-432.425,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:46,L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",e05f99a8cd2b44b5a16d210ee9284edb4528633d4b76262fa4289858d3adb2da,TRUE,1XEUCAST,BioRepA,Cy3,10,-560.055,TRUE,BIO-NIM,,30,,-540.155,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY31_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
825,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_32\L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif,TRUE,-432.425,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:47,L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",267e2cc3084b0ed195493772521ff05204aba29c1b509d1c23c9ed5a2e5a8c4f,TRUE,1XEUCAST,BioRepA,Cy3,25,-280.027,TRUE,BIO-NIM,,30,,-540.363,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY32_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
826,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_33\L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif,TRUE,-432.426,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:47,L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",53759fe61d588dfb8584af5080395d2194e7239f5e5e016f0f1e84d2b1835b84,TRUE,1XEUCAST,BioRepA,Cy3,12,-0.001,TRUE,BIO-NIM,,30,,-537.662,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY33_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
827,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\labels\20230212_L17667A\L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif,,TRUE,,,Resistant,DAPI,Alison,E.Coli Clinical,,Nucleoid,,"['L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour1.tif', 'L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif']",\\physics\dfs\DAQ\CondensedMatterGroups\AKGroup\Alison\20230212_L17667A\ciprofloxacin\pos_34\L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif,,405,,20230212_L17667A,L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif,TRUE,-432.425,L17667,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\images\20230212_L17667A\L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif,DAPI,AMRPhenotypes,Agarose Pads,14/02/2023 14:48,L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour1.tif,"['Cy3', 'DAPI']",863d4acf01037888d557ff75d71787cd152425b6fcb2b036d5527787fe103550,TRUE,1XEUCAST,BioRepA,Cy3,14,280.026,TRUE,BIO-NIM,,30,,-540.667,,,\\cmdaq6.nat.physics.ox.ac.uk\AKGroup\Piers_2\BacSeg Database\Images\AF\masks\20230212_L17667A\L17667A_ciprofloxacin_posXY34_channels_t0_posZ0_colour0.tif,,AF,Epifluorescence,train
