dataset,label,image_name,label_name,channel_list,strain,antibiotic concentration,treatment time (mins),BioRep
train,Untreated,0QP8IGQFSQ.tif,0QP8IGQFSQ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,SHB2KQ02TP.tif,SHB2KQ02TP.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,VHFFYMEWG1.tif,VHFFYMEWG1.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,9NKIY0NS7D.tif,9NKIY0NS7D.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,KFX2MR98V1.tif,KFX2MR98V1.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,A8U7ZGVRAK.tif,A8U7ZGVRAK.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,7CJMNYAFX1.tif,7CJMNYAFX1.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,7SA01X63P4.tif,7SA01X63P4.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,2IKV304829.tif,2IKV304829.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,HSO487XCT1.tif,HSO487XCT1.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,R19D5PGQAA.tif,R19D5PGQAA.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,SDTQ5LXAZG.tif,SDTQ5LXAZG.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,23WIGA6T5Y.tif,23WIGA6T5Y.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Untreated,DLZ6GMYU5V.tif,DLZ6GMYU5V.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,,
train,Chloramphenicol,3SWI3NTVF3.tif,3SWI3NTVF3.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,120.0,
train,Chloramphenicol,S5DJZU707M.tif,S5DJZU707M.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,120.0,
train,Chloramphenicol,4NA5U9CRBS.tif,4NA5U9CRBS.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,120.0,
train,Chloramphenicol,2YFSB31OX1.tif,2YFSB31OX1.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,120.0,
train,Chloramphenicol,ED3V26P2CM.tif,ED3V26P2CM.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,120.0,
train,Chloramphenicol,CMBUIQQLG0.tif,CMBUIQQLG0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,K5JYVO7SQX.tif,K5JYVO7SQX.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,FF730XT5SX.tif,FF730XT5SX.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,43AI0NUOO4.tif,43AI0NUOO4.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,KF747EUARM.tif,KF747EUARM.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,X156667O3L.tif,X156667O3L.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,DHBWC2TFCH.tif,DHBWC2TFCH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,LH5QYV8U5J.tif,LH5QYV8U5J.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,5CATNCG17H.tif,5CATNCG17H.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,45.0,
train,Chloramphenicol,3PYPMFD0YB.tif,3PYPMFD0YB.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,4A0A8YTRBZ.tif,4A0A8YTRBZ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,4X8TG627P0.tif,4X8TG627P0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,NC5F56E3ZB.tif,NC5F56E3ZB.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,KA225WLKW8.tif,KA225WLKW8.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,1ZID39PMJ0.tif,1ZID39PMJ0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,NCXXE3U44W.tif,NCXXE3U44W.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,2LR0BMV5LZ.tif,2LR0BMV5LZ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,2NGZV8BGOH.tif,2NGZV8BGOH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,6RFRBZR1RI.tif,6RFRBZR1RI.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,60.0,
train,Chloramphenicol,1OWKANF8XM.tif,1OWKANF8XM.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,90.0,
train,Chloramphenicol,LOUDCLO8EO.tif,LOUDCLO8EO.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,90.0,
train,Chloramphenicol,QUI5XB0RXU.tif,QUI5XB0RXU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,90.0,
train,Chloramphenicol,X3DG11OWGX.tif,X3DG11OWGX.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,90.0,
train,Chloramphenicol,5N3AL9WUYR.tif,5N3AL9WUYR.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,NCVRMFB6BF.tif,NCVRMFB6BF.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,T4WWT2X3VU.tif,T4WWT2X3VU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,45UKL20VEE.tif,45UKL20VEE.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,7YSN7PW8UV.tif,7YSN7PW8UV.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,QKMIY0HQH6.tif,QKMIY0HQH6.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,HC71F6RJPW.tif,HC71F6RJPW.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,6PX39JVG8L.tif,6PX39JVG8L.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,8WQI67FVMH.tif,8WQI67FVMH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,YNMGSS0D38.tif,YNMGSS0D38.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,R4ML7GXWH0.tif,R4ML7GXWH0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,EOOKZIBM2E.tif,EOOKZIBM2E.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,OICSI8SINR.tif,OICSI8SINR.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,DHXI8EL8VZ.tif,DHXI8EL8VZ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,5B8D8HT3BC.tif,5B8D8HT3BC.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,CEM6LPA7UE.tif,CEM6LPA7UE.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,UF0LGAR6U8.tif,UF0LGAR6U8.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,GWRQC49TZP.tif,GWRQC49TZP.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,2B6VZYGZI6.tif,2B6VZYGZI6.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,Z1P02E7BJR.tif,Z1P02E7BJR.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,FIKOAJAYZ0.tif,FIKOAJAYZ0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,IV2XEEY58M.tif,IV2XEEY58M.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,XHJVP302HQ.tif,XHJVP302HQ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,GMG5GU6HCI.tif,GMG5GU6HCI.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,U3HPBQU8OU.tif,U3HPBQU8OU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,YX0JHW1554.tif,YX0JHW1554.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,VUYK86LX36.tif,VUYK86LX36.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,MAIXZFWGGT.tif,MAIXZFWGGT.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,10528Q1WWB.tif,10528Q1WWB.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,7CWYWQLIWY.tif,7CWYWQLIWY.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,7IIBMJT2J2.tif,7IIBMJT2J2.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,WCO6HWMBIZ.tif,WCO6HWMBIZ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,48LOOVZ97C.tif,48LOOVZ97C.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,FI28N9O41V.tif,FI28N9O41V.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,UCODVS13TS.tif,UCODVS13TS.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,SV8BGJ7UHR.tif,SV8BGJ7UHR.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,PSYS0US7RC.tif,PSYS0US7RC.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,AXIQCVCGR3.tif,AXIQCVCGR3.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,Z8XIXFDRZN.tif,Z8XIXFDRZN.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,LLNLUHXZFP.tif,LLNLUHXZFP.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,N0YNQ1MLJK.tif,N0YNQ1MLJK.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,44PGFGID6S.tif,44PGFGID6S.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,UROQXC9AI9.tif,UROQXC9AI9.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,ATZFJMFSWI.tif,ATZFJMFSWI.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,PHCVB2ZMZS.tif,PHCVB2ZMZS.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,1G9AX7PWDO.tif,1G9AX7PWDO.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,BHU7N65QX6.tif,BHU7N65QX6.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,QB753KAGDG.tif,QB753KAGDG.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,7988R5NS9E.tif,7988R5NS9E.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,5FYJN7Q54I.tif,5FYJN7Q54I.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,Z8818OTAFD.tif,Z8818OTAFD.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,6SVZ5W87TB.tif,6SVZ5W87TB.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,5WQL3WW5BX.tif,5WQL3WW5BX.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,FUN7X7OQOR.tif,FUN7X7OQOR.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,V1Q9YN89EI.tif,V1Q9YN89EI.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,KORPCWX2P2.tif,KORPCWX2P2.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,XSVYB1HXNV.tif,XSVYB1HXNV.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,M2R65AUTG9.tif,M2R65AUTG9.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,EEV4DU50W9.tif,EEV4DU50W9.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,6QVK2TQENH.tif,6QVK2TQENH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,34CG7WUCEN.tif,34CG7WUCEN.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,O75A9W22XE.tif,O75A9W22XE.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,IB1BXNCPH0.tif,IB1BXNCPH0.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,2JK4EZ996R.tif,2JK4EZ996R.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,BRA4NO76KN.tif,BRA4NO76KN.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,YS8XZIUIDV.tif,YS8XZIUIDV.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,EPKK01F9AS.tif,EPKK01F9AS.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,IAW1M03OJT.tif,IAW1M03OJT.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,64ILR9YLXO.tif,64ILR9YLXO.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,8750YE0X91.tif,8750YE0X91.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,FDR3JWUAAX.tif,FDR3JWUAAX.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,JIT83YRHD6.tif,JIT83YRHD6.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,TO0S4OBLB6.tif,TO0S4OBLB6.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,SHT7BLQTYD.tif,SHT7BLQTYD.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,7U48KCI9J8.tif,7U48KCI9J8.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,XW9Z98O7TC.tif,XW9Z98O7TC.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,ASLZPGHPMH.tif,ASLZPGHPMH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,0GYQBGTWUE.tif,0GYQBGTWUE.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,RN5SRGMIQO.tif,RN5SRGMIQO.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,A6H62708QN.tif,A6H62708QN.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,Y2TSRPY3QU.tif,Y2TSRPY3QU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,S9EYNROCYQ.tif,S9EYNROCYQ.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,8YYZRBPNTY.tif,8YYZRBPNTY.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,2UPFVJ9JZM.tif,2UPFVJ9JZM.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,FA6K8NTXXS.tif,FA6K8NTXXS.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,XIN8YBU5VK.tif,XIN8YBU5VK.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,HGLPZTRB32.tif,HGLPZTRB32.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,OPGGG5G0HU.tif,OPGGG5G0HU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,90YMODEQDH.tif,90YMODEQDH.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,3HNP5ZQ0KU.tif,3HNP5ZQ0KU.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Chloramphenicol,03Z4AEWW25.tif,03Z4AEWW25.tif,"['Cy3', 'DAPI']",MG1655,1XEUCAST,30.0,BioRepA
train,Untreated,USLNH31SFW.tif,USLNH31SFW.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,I4MN15H428.tif,I4MN15H428.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,J5GC16I6DM.tif,J5GC16I6DM.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,45HZJ0Y39Z.tif,45HZJ0Y39Z.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,MI8SHPHM88.tif,MI8SHPHM88.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,ITVDHSDZ1B.tif,ITVDHSDZ1B.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,NLFV1WEV27.tif,NLFV1WEV27.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,F73SX4LK73.tif,F73SX4LK73.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,CP02CT9S5G.tif,CP02CT9S5G.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,H9MO64RALS.tif,H9MO64RALS.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,QWGV8LWW69.tif,QWGV8LWW69.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,H09ELAGANL.tif,H09ELAGANL.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,FIM0ABBGTE.tif,FIM0ABBGTE.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,A3OP6O9VJ2.tif,A3OP6O9VJ2.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,QLBW9COG1D.tif,QLBW9COG1D.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,8M8N4NDU93.tif,8M8N4NDU93.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,TFVL81M8LN.tif,TFVL81M8LN.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,T6QTE63D6O.tif,T6QTE63D6O.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,PGBKRMPFNN.tif,PGBKRMPFNN.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,80332Z7SZA.tif,80332Z7SZA.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,5Z8B7G4L58.tif,5Z8B7G4L58.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,1WB789IVO9.tif,1WB789IVO9.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,30UV8VDXQ9.tif,30UV8VDXQ9.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,PZKZKZUCRY.tif,PZKZKZUCRY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,EY6LXDPBST.tif,EY6LXDPBST.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,YSP160A36G.tif,YSP160A36G.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,TEBWW8B7QY.tif,TEBWW8B7QY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,UEDR041IIY.tif,UEDR041IIY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
train,Untreated,MKHMSUKKPM.tif,MKHMSUKKPM.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepA
