dataset,label,image_name,label_name,channel_list,strain,antibiotic concentration,treatment time (mins),BioRep
train,Resistant,A5848UZAOM.tif,A5848UZAOM.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Q76M1BJOTW.tif,Q76M1BJOTW.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,KC6QIJDVCT.tif,KC6QIJDVCT.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,TK3II0MENV.tif,TK3II0MENV.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,WUCSO8X1PZ.tif,WUCSO8X1PZ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,13CQHK7E4E.tif,13CQHK7E4E.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,WEZ7CB3GJK.tif,WEZ7CB3GJK.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,TIRTU59T6A.tif,TIRTU59T6A.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,P1HG1NFXPQ.tif,P1HG1NFXPQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,7185UHZNTD.tif,7185UHZNTD.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,MPH1NJRT9M.tif,MPH1NJRT9M.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,QBZ8UH8BRG.tif,QBZ8UH8BRG.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PQ6GNCDOZD.tif,PQ6GNCDOZD.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,U7OIV0SQ4T.tif,U7OIV0SQ4T.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,X1BAJYSYKQ.tif,X1BAJYSYKQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,G933DR4URQ.tif,G933DR4URQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,U53K14SBZ9.tif,U53K14SBZ9.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,JM1X5HWA86.tif,JM1X5HWA86.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,IZQ1HARSQX.tif,IZQ1HARSQX.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,4KAWE5739U.tif,4KAWE5739U.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,VRVZY5XODW.tif,VRVZY5XODW.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,9CEX92IIN1.tif,9CEX92IIN1.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,VLNXQP38HJ.tif,VLNXQP38HJ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,YJNKV6C94L.tif,YJNKV6C94L.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,54BIV5EMUV.tif,54BIV5EMUV.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,IO70PLS9P3.tif,IO70PLS9P3.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,5MCC7SLHEP.tif,5MCC7SLHEP.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,HPFS3AVY8F.tif,HPFS3AVY8F.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,4A6YE8NFDP.tif,4A6YE8NFDP.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,V3XDVG4FN9.tif,V3XDVG4FN9.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PN68SZ9IT0.tif,PN68SZ9IT0.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,49S3IHDENK.tif,49S3IHDENK.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,7BRUIJ7F1S.tif,7BRUIJ7F1S.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,05O71EOZBG.tif,05O71EOZBG.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,1OXFJVA8OB.tif,1OXFJVA8OB.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,IQCLJ31D3Q.tif,IQCLJ31D3Q.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,UCQ64WOGZS.tif,UCQ64WOGZS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,B7UZBYR7I1.tif,B7UZBYR7I1.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,13DKIZ6IKO.tif,13DKIZ6IKO.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,N2M5ZP2AFB.tif,N2M5ZP2AFB.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,EM0WUIJOSS.tif,EM0WUIJOSS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,ETYUYVNISN.tif,ETYUYVNISN.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,HVG20PQO6K.tif,HVG20PQO6K.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Q2Q0DWGA7U.tif,Q2Q0DWGA7U.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,VI6SP1IK69.tif,VI6SP1IK69.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,P5JUNFZZJD.tif,P5JUNFZZJD.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,9A3EFBWKBS.tif,9A3EFBWKBS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,GKCK13EV0P.tif,GKCK13EV0P.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,XFIIKQPFDZ.tif,XFIIKQPFDZ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,CA908RIW41.tif,CA908RIW41.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,4IM8NBSJM7.tif,4IM8NBSJM7.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,E6VHYBG8OV.tif,E6VHYBG8OV.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,O9WK94IL5U.tif,O9WK94IL5U.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,OBE0S89P69.tif,OBE0S89P69.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,KIQKROUNE0.tif,KIQKROUNE0.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,GQR4RS0WBA.tif,GQR4RS0WBA.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,3OAMETH485.tif,3OAMETH485.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,WFK2H1BOU6.tif,WFK2H1BOU6.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,I67NDI92P8.tif,I67NDI92P8.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,12GEDT4L41.tif,12GEDT4L41.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,I0K54UU2EQ.tif,I0K54UU2EQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,NK30UUUWVO.tif,NK30UUUWVO.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,TOPF759ZZ6.tif,TOPF759ZZ6.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,ISXCEGCSV4.tif,ISXCEGCSV4.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,0VF7GP1UWR.tif,0VF7GP1UWR.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,3MWAB7O43J.tif,3MWAB7O43J.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,M0S4TJWEKM.tif,M0S4TJWEKM.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,FNKTUBJDOS.tif,FNKTUBJDOS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,KZ3FLKG11T.tif,KZ3FLKG11T.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Y8YZJUFYGF.tif,Y8YZJUFYGF.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,BSP3JDO34C.tif,BSP3JDO34C.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,4AFMKPXKJ4.tif,4AFMKPXKJ4.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PPJRGT6ZIE.tif,PPJRGT6ZIE.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,SCMJPEPZ0U.tif,SCMJPEPZ0U.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,NFP3KU6L9B.tif,NFP3KU6L9B.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,NEV2KJ2269.tif,NEV2KJ2269.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,J3UGQXTF8S.tif,J3UGQXTF8S.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Z6JXKWWD6Y.tif,Z6JXKWWD6Y.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Y4B3FDPZOB.tif,Y4B3FDPZOB.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,P8XMX02G3Q.tif,P8XMX02G3Q.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,SUXVSL7ZY8.tif,SUXVSL7ZY8.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,OWENZ9FEPX.tif,OWENZ9FEPX.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,HAO002I00I.tif,HAO002I00I.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,SJTE77K00H.tif,SJTE77K00H.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,LB0ZDCJC5K.tif,LB0ZDCJC5K.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,SEC7UVIMLQ.tif,SEC7UVIMLQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,GXSYSO74V3.tif,GXSYSO74V3.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,BL7W68KGY4.tif,BL7W68KGY4.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,UOZDKORUNF.tif,UOZDKORUNF.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,FV6SNZVQY9.tif,FV6SNZVQY9.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,23T1RI36ST.tif,23T1RI36ST.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,61WB71F37J.tif,61WB71F37J.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,NR7112XEAT.tif,NR7112XEAT.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,2M9Y00NGLI.tif,2M9Y00NGLI.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,N6WU035T2Y.tif,N6WU035T2Y.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,02VAOVLZNX.tif,02VAOVLZNX.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,8QJGYMYH03.tif,8QJGYMYH03.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,7CIOOIRTY5.tif,7CIOOIRTY5.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,3LBSVF6VK2.tif,3LBSVF6VK2.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,U6ZKM71KT7.tif,U6ZKM71KT7.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,O2I53MZHKP.tif,O2I53MZHKP.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,VK6N7P9VYI.tif,VK6N7P9VYI.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,BS2EBXE36X.tif,BS2EBXE36X.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Y196HTPRSS.tif,Y196HTPRSS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,D4RYMS68WK.tif,D4RYMS68WK.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,7JKNN6GMVL.tif,7JKNN6GMVL.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PAO4KULDY5.tif,PAO4KULDY5.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,QUI7WIGA96.tif,QUI7WIGA96.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,L7TABC85WU.tif,L7TABC85WU.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,8X6JSCA0DF.tif,8X6JSCA0DF.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,INDTN6B15B.tif,INDTN6B15B.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,YSRH7XVYLB.tif,YSRH7XVYLB.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,9TJZSMI2VI.tif,9TJZSMI2VI.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Y61D5GN902.tif,Y61D5GN902.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,U1HI3SP61W.tif,U1HI3SP61W.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,RLJPVAGXYJ.tif,RLJPVAGXYJ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,B855SZO0Z5.tif,B855SZO0Z5.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,4E2N5HZ5JS.tif,4E2N5HZ5JS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,77G4XR43A3.tif,77G4XR43A3.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,HQEDYE6HQJ.tif,HQEDYE6HQJ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,C1RZSNOQCL.tif,C1RZSNOQCL.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,614W4S9T6U.tif,614W4S9T6U.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,9DIZ8OVDOF.tif,9DIZ8OVDOF.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,FDRFU88THJ.tif,FDRFU88THJ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,1Y7ZXS7R8J.tif,1Y7ZXS7R8J.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,E2Y5A3RW5E.tif,E2Y5A3RW5E.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,IEYH9604SQ.tif,IEYH9604SQ.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,Q9V6DXAET6.tif,Q9V6DXAET6.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,QCNAFIGECE.tif,QCNAFIGECE.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,NULWFYXJHD.tif,NULWFYXJHD.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,BO0CCTSOMK.tif,BO0CCTSOMK.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,FR00P86QBX.tif,FR00P86QBX.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,XPBHWIQUPV.tif,XPBHWIQUPV.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,KYOKPTUJZS.tif,KYOKPTUJZS.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,3IT4DDS7KE.tif,3IT4DDS7KE.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,H27JTFYS69.tif,H27JTFYS69.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,EDQCSLR8NB.tif,EDQCSLR8NB.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,BS6XZWDLCL.tif,BS6XZWDLCL.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,M4IRCYZ8IA.tif,M4IRCYZ8IA.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,WC14AS2TUG.tif,WC14AS2TUG.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,8EGJSD1YF5.tif,8EGJSD1YF5.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,6LF4NVJAF9.tif,6LF4NVJAF9.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,54P4XORABI.tif,54P4XORABI.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PWPB6JI1RH.tif,PWPB6JI1RH.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,WAJ55YR47R.tif,WAJ55YR47R.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,PEJ2JHZRU0.tif,PEJ2JHZRU0.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,ABEZ8JUSXN.tif,ABEZ8JUSXN.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,V744UGG7NY.tif,V744UGG7NY.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,1ZP0NGTIV0.tif,1ZP0NGTIV0.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,A88XSP3400.tif,A88XSP3400.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,P9C3V1338N.tif,P9C3V1338N.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,HQHJ19YP0E.tif,HQHJ19YP0E.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,1OA3J7KDPN.tif,1OA3J7KDPN.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Resistant,1ZSESGTPYR.tif,1ZSESGTPYR.tif,"['Cy3', 'DAPI']",R2,20XEUCAST,30.0,BioRepB
train,Sensitive,Z64Y5BMRDV.tif,Z64Y5BMRDV.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,HVGDOXSSW1.tif,HVGDOXSSW1.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,3GF1D87W3D.tif,3GF1D87W3D.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,7Q0HK5UQ4O.tif,7Q0HK5UQ4O.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,07BBZG4B5W.tif,07BBZG4B5W.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,9U4EU1Q5OS.tif,9U4EU1Q5OS.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,IUK5RF4WD8.tif,IUK5RF4WD8.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,YB1EEXTXXC.tif,YB1EEXTXXC.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,PHOFN9ZE50.tif,PHOFN9ZE50.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,9ZZ4AMGMC6.tif,9ZZ4AMGMC6.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,PDN8L12LRV.tif,PDN8L12LRV.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,KVHB0XAT24.tif,KVHB0XAT24.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,MVFFT2V9TH.tif,MVFFT2V9TH.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,UP87XHO6RM.tif,UP87XHO6RM.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,NUY5RTZU1U.tif,NUY5RTZU1U.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,60WZL3H8XH.tif,60WZL3H8XH.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,VNBR03WQQO.tif,VNBR03WQQO.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,RS061AA14R.tif,RS061AA14R.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,QH3QPH9EN1.tif,QH3QPH9EN1.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,4KUGWFR5O0.tif,4KUGWFR5O0.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,JD0O4DSL8G.tif,JD0O4DSL8G.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,OQ59G6OZY9.tif,OQ59G6OZY9.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,RKLFC8EKV2.tif,RKLFC8EKV2.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,B7S0GWIRDY.tif,B7S0GWIRDY.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,82U5UK3FCL.tif,82U5UK3FCL.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,11VJSAMF11.tif,11VJSAMF11.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,JXP1Z81HDR.tif,JXP1Z81HDR.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,8MCKPENGKR.tif,8MCKPENGKR.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,5VKM4G33I1.tif,5VKM4G33I1.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
train,Sensitive,0C38PI1BH9.tif,0C38PI1BH9.tif,"['Cy3', 'DAPI']",S3,20XEUCAST,30.0,BioRepB
