dataset,label,image_name,label_name,channel_list,strain,antibiotic concentration,treatment time (mins),BioRep
train,Untreated,GUB1TK9KHY.tif,GUB1TK9KHY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,66WYWWA4YC.tif,66WYWWA4YC.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,CX7L78WWXB.tif,CX7L78WWXB.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,FFK24IXF1R.tif,FFK24IXF1R.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,SBEAET35K2.tif,SBEAET35K2.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,Y3CDJLN9FN.tif,Y3CDJLN9FN.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,R0KK6GUM4Q.tif,R0KK6GUM4Q.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,2MDCH2ALIO.tif,2MDCH2ALIO.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,L9QLJP67WO.tif,L9QLJP67WO.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,JOC5P7HOXJ.tif,JOC5P7HOXJ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,6E6M0KSDQ6.tif,6E6M0KSDQ6.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,RM5CRMYBRW.tif,RM5CRMYBRW.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,FBGAG8XUF9.tif,FBGAG8XUF9.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,7MMMRFTHZ8.tif,7MMMRFTHZ8.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,I5DOT7K047.tif,I5DOT7K047.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,WLOH9WKJ4J.tif,WLOH9WKJ4J.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,IVC61TWOOY.tif,IVC61TWOOY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,1WCXKS21P8.tif,1WCXKS21P8.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,J7FCVOPHJZ.tif,J7FCVOPHJZ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,HXOTFPP8TL.tif,HXOTFPP8TL.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,2JQYFNOO96.tif,2JQYFNOO96.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,EB32OKB4MS.tif,EB32OKB4MS.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,C4BSC1N3HK.tif,C4BSC1N3HK.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,HFYKUX1V6L.tif,HFYKUX1V6L.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,0GLHQ7FU91.tif,0GLHQ7FU91.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,7L1OMYDFFC.tif,7L1OMYDFFC.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,GBLMCVYECI.tif,GBLMCVYECI.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,HT5CQHCZQL.tif,HT5CQHCZQL.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,MPWG9J2UKC.tif,MPWG9J2UKC.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,4N54DP65QQ.tif,4N54DP65QQ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,KU56GUMM90.tif,KU56GUMM90.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,0CFP5YSTZV.tif,0CFP5YSTZV.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,Q4XS8VRL79.tif,Q4XS8VRL79.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,7QLCFQW7ZX.tif,7QLCFQW7ZX.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,1V1THT6P1F.tif,1V1THT6P1F.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,5GT2RX1M5M.tif,5GT2RX1M5M.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,191F0ZWZOZ.tif,191F0ZWZOZ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,AATCRGIX8A.tif,AATCRGIX8A.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,9FU4LR5HQ4.tif,9FU4LR5HQ4.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,HQ271FW1DE.tif,HQ271FW1DE.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,SDA5S7UR6X.tif,SDA5S7UR6X.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,8XXMYWSAPZ.tif,8XXMYWSAPZ.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,83I15MMLR1.tif,83I15MMLR1.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,LQC6WQPQBT.tif,LQC6WQPQBT.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,LOYMF4D35Z.tif,LOYMF4D35Z.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,7G7R0SIHVA.tif,7G7R0SIHVA.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,57O9U42I82.tif,57O9U42I82.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepB
train,Untreated,ATGSX10BYS.tif,ATGSX10BYS.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,NA2UU5ILQB.tif,NA2UU5ILQB.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,WQ5KE1ZB7I.tif,WQ5KE1ZB7I.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,6EPDQR6URM.tif,6EPDQR6URM.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,3Q1GCMTCKI.tif,3Q1GCMTCKI.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,GV36FXHSTX.tif,GV36FXHSTX.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,JAHRDMV13G.tif,JAHRDMV13G.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,8X34DVVUC2.tif,8X34DVVUC2.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,W4BBAG3XNY.tif,W4BBAG3XNY.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
train,Untreated,WKWTCM6GON.tif,WKWTCM6GON.tif,"['Cy3', 'DAPI']",MG1655,0XEUCAST,30.0,BioRepC
